objective_name,variable_name,coefficient
PENALTY,R0402222,50
PENALTY,R0302222,9.5
PENALTY,R0202222,5
PENALTY,R0402223,50
PENALTY,R0302223,9.5
PENALTY,R0202223,5
PENALTY,R0402224,50
PENALTY,R0302224,9.5
PENALTY,R0202224,5
PENALTY,R0402225,50
PENALTY,R0302225,9.5
PENALTY,R0202225,5
PENALTY,R0402226,50
PENALTY,R0302226,9.5
PENALTY,R0202226,5
PENALTY,R0402227,50
PENALTY,R0302227,9.5
PENALTY,R0202227,5
PENALTY,R0402228,50
PENALTY,R0302228,9.5
PENALTY,R0202228,5
PENALTY,R0402229,50
PENALTY,R0302229,9.5
PENALTY,R0202229,5
PENALTY,R0402230,50
PENALTY,R0302230,9.5
PENALTY,R0202230,5
PENALTY,R0402231,50
PENALTY,R0302231,9.5
PENALTY,R0202231,5
PENALTY,R0402232,50
PENALTY,R0302232,9.5
PENALTY,R0202232,5
PENALTY,R0402233,50
PENALTY,R0302233,9.5
PENALTY,R0202233,5
PENALTY,R0402234,50
PENALTY,R0302234,9.5
PENALTY,R0202234,5
PENALTY,R0402235,50
PENALTY,R0302235,9.5
PENALTY,R0202235,5
PENALTY,R0402236,50
PENALTY,R0302236,9.5
PENALTY,R0202236,5
PENALTY,R0402237,50
PENALTY,R0302237,9.5
PENALTY,R0202237,5
PENALTY,R0402238,50
PENALTY,R0302238,9.5
PENALTY,R0202238,5
PENALTY,R0402239,50
PENALTY,R0302239,9.5
PENALTY,R0202239,5
PENALTY,R0402240,50
PENALTY,R0302240,9.5
PENALTY,R0202240,5
PENALTY,R0402241,50
PENALTY,R0302241,9.5
PENALTY,R0202241,5
PENALTY,R0402242,50
PENALTY,R0302242,9.5
PENALTY,R0202242,5
PENALTY,R0402243,50
PENALTY,R0302243,9.5
PENALTY,R0202243,5
PENALTY,R0402244,50
PENALTY,R0302244,9.5
PENALTY,R0202244,5
PENALTY,R0402245,50
PENALTY,R0302245,9.5
PENALTY,R0202245,5
PENALTY,R0402246,50
PENALTY,R0302246,9.5
PENALTY,R0202246,5
PENALTY,R0402247,50
PENALTY,R0302247,9.5
PENALTY,R0202247,5
PENALTY,R0402248,50
PENALTY,R0302248,9.5
PENALTY,R0202248,5
PENALTY,R0402249,50
PENALTY,R0302249,9.5
PENALTY,R0202249,5
PENALTY,R0402250,50
PENALTY,R0302250,9.5
PENALTY,R0202250,5
PENALTY,R0402251,50
PENALTY,R0302251,9.5
PENALTY,R0202251,5
PENALTY,R0402252,50
PENALTY,R0302252,9.5
PENALTY,R0202252,5
PENALTY,R0402253,50
PENALTY,R0302253,9.5
PENALTY,R0202253,5
PENALTY,R0402254,50
PENALTY,R0302254,9.5
PENALTY,R0202254,5
PENALTY,R0402255,50
PENALTY,R0302255,9.5
PENALTY,R0202255,5
PENALTY,R0402256,50
PENALTY,R0302256,9.5
PENALTY,R0202256,5
PENALTY,R0402257,50
PENALTY,R0302257,9.5
PENALTY,R0202257,5
PENALTY,R0402258,50
PENALTY,R0302258,9.5
PENALTY,R0202258,5
PENALTY,R0402259,50
PENALTY,R0302259,9.5
PENALTY,R0202259,5
PENALTY,R0402260,50
PENALTY,R0302260,9.5
PENALTY,R0202260,5
PENALTY,R0402261,50
PENALTY,R0302261,9.5
PENALTY,R0202261,5
PENALTY,R0402262,50
PENALTY,R0302262,9.5
PENALTY,R0202262,5
PENALTY,R0402263,50
PENALTY,R0302263,9.5
PENALTY,R0202263,5
PENALTY,R0402264,50
PENALTY,R0302264,9.5
PENALTY,R0202264,5
PENALTY,R0402265,50
PENALTY,R0302265,9.5
PENALTY,R0202265,5
PENALTY,R0402266,50
PENALTY,R0302266,9.5
PENALTY,R0202266,5
PENALTY,R0402267,50
PENALTY,R0302267,9.5
PENALTY,R0202267,5
PENALTY,R0402268,50
PENALTY,R0302268,9.5
PENALTY,R0202268,5
PENALTY,R0402269,50
PENALTY,R0302269,9.5
PENALTY,R0202269,5
PENALTY,R0402270,50
PENALTY,R0302270,9.5
PENALTY,R0202270,5
PENALTY,R0402271,50
PENALTY,R0302271,9.5
PENALTY,R0202271,5
PENALTY,R0402272,50
PENALTY,R0302272,9.5
PENALTY,R0202272,5
PENALTY,R0402273,50
PENALTY,R0302273,9.5
PENALTY,R0202273,5
PENALTY,R0402274,50
PENALTY,R0302274,9.5
PENALTY,R0202274,5
PENALTY,R0402275,50
PENALTY,R0302275,9.5
PENALTY,R0202275,5
PENALTY,R0402276,50
PENALTY,R0302276,9.5
PENALTY,R0202276,5
PENALTY,R0402277,50
PENALTY,R0302277,9.5
PENALTY,R0202277,5
PENALTY,R0402278,50
PENALTY,R0302278,9.5
PENALTY,R0202278,5
PENALTY,R0402279,50
PENALTY,R0302279,9.5
PENALTY,R0202279,5
PENALTY,R0402280,50
PENALTY,R0302280,9.5
PENALTY,R0202280,5
PENALTY,R0402281,50
PENALTY,R0302281,9.5
PENALTY,R0202281,5
PENALTY,R0402282,50
PENALTY,R0302282,9.5
PENALTY,R0202282,5
PENALTY,R0402283,50
PENALTY,R0302283,9.5
PENALTY,R0202283,5
PENALTY,R0402284,50
PENALTY,R0302284,9.5
PENALTY,R0202284,5
PENALTY,R0402285,50
PENALTY,R0302285,9.5
PENALTY,R0202285,5
PENALTY,R0402286,50
PENALTY,R0302286,9.5
PENALTY,R0202286,5
PENALTY,R0402287,50
PENALTY,R0302287,9.5
PENALTY,R0202287,5
PENALTY,R0402288,50
PENALTY,R0302288,9.5
PENALTY,R0202288,5
PENALTY,R0402289,50
PENALTY,R0302289,9.5
PENALTY,R0202289,5
PENALTY,R0402290,50
PENALTY,R0302290,9.5
PENALTY,R0202290,5
PENALTY,R0402291,50
PENALTY,R0302291,9.5
PENALTY,R0202291,5
PENALTY,R0402292,50
PENALTY,R0302292,9.5
PENALTY,R0202292,5
PENALTY,R0402293,50
PENALTY,R0302293,9.5
PENALTY,R0202293,5
PENALTY,R0402294,50
PENALTY,R0302294,9.5
PENALTY,R0202294,5
PENALTY,R0402295,50
PENALTY,R0302295,9.5
PENALTY,R0202295,5
PENALTY,R0402296,50
PENALTY,R0302296,9.5
PENALTY,R0202296,5
PENALTY,R0402297,50
PENALTY,R0302297,9.5
PENALTY,R0202297,5
PENALTY,R0402298,50
PENALTY,R0302298,9.5
PENALTY,R0202298,5
PENALTY,R0402299,50
PENALTY,R0302299,9.5
PENALTY,R0202299,5
PENALTY,R0402300,50
PENALTY,R0302300,9.5
PENALTY,R0202300,5
PENALTY,R0402301,50
PENALTY,R0302301,9.5
PENALTY,R0202301,5
PENALTY,R0402302,50
PENALTY,R0302302,9.5
PENALTY,R0202302,5
PENALTY,R0402303,50
PENALTY,R0302303,9.5
PENALTY,R0202303,5
PENALTY,R0402304,50
PENALTY,R0302304,9.5
PENALTY,R0202304,5
PENALTY,R0402305,50
PENALTY,R0302305,9.5
PENALTY,R0202305,5
PENALTY,R0402306,50
PENALTY,R0302306,9.5
PENALTY,R0202306,5
PENALTY,R0402307,50
PENALTY,R0302307,9.5
PENALTY,R0202307,5
PENALTY,R0402308,50
PENALTY,R0302308,9.5
PENALTY,R0202308,5
PENALTY,R0402309,50
PENALTY,R0302309,9.5
PENALTY,R0202309,5
PENALTY,R0402310,50
PENALTY,R0302310,9.5
PENALTY,R0202310,5
PENALTY,R0402311,50
PENALTY,R0302311,9.5
PENALTY,R0202311,5
PENALTY,R0402312,50
PENALTY,R0302312,9.5
PENALTY,R0202312,5
PENALTY,R0402313,50
PENALTY,R0302313,9.5
PENALTY,R0202313,5
PENALTY,R0402314,50
PENALTY,R0302314,9.5
PENALTY,R0202314,5
PENALTY,R0402315,50
PENALTY,R0302315,9.5
PENALTY,R0202315,5
PENALTY,R0402316,50
PENALTY,R0302316,9.5
PENALTY,R0202316,5
PENALTY,R0402317,50
PENALTY,R0302317,9.5
PENALTY,R0202317,5
PENALTY,R0402318,50
PENALTY,R0302318,9.5
PENALTY,R0202318,5
PENALTY,R0402319,50
PENALTY,R0302319,9.5
PENALTY,R0202319,5
PENALTY,R0402320,50
PENALTY,R0302320,9.5
PENALTY,R0202320,5
PENALTY,R0402321,50
PENALTY,R0302321,9.5
PENALTY,R0202321,5
PENALTY,R0402322,50
PENALTY,R0302322,9.5
PENALTY,R0202322,5
PENALTY,R0402323,50
PENALTY,R0302323,9.5
PENALTY,R0202323,5
PENALTY,R0402324,50
PENALTY,R0302324,9.5
PENALTY,R0202324,5
PENALTY,R0402325,50
PENALTY,R0302325,9.5
PENALTY,R0202325,5
PENALTY,R0402326,50
PENALTY,R0302326,9.5
PENALTY,R0202326,5
PENALTY,R0402327,50
PENALTY,R0302327,9.5
PENALTY,R0202327,5
PENALTY,R0402328,50
PENALTY,R0302328,9.5
PENALTY,R0202328,5
PENALTY,R0402329,50
PENALTY,R0302329,9.5
PENALTY,R0202329,5
PENALTY,R0402330,50
PENALTY,R0302330,9.5
PENALTY,R0202330,5
PENALTY,R0402331,50
PENALTY,R0302331,9.5
PENALTY,R0202331,5
PENALTY,R0402332,50
PENALTY,R0302332,9.5
PENALTY,R0202332,5
PENALTY,R0402333,50
PENALTY,R0302333,9.5
PENALTY,R0202333,5
PENALTY,R0402334,50
PENALTY,R0302334,9.5
PENALTY,R0202334,5
PENALTY,R0402335,50
PENALTY,R0302335,9.5
PENALTY,R0202335,5
PENALTY,R0402336,50
PENALTY,R0302336,9.5
PENALTY,R0202336,5
PENALTY,R0402337,50
PENALTY,R0302337,9.5
PENALTY,R0202337,5
PENALTY,R0402338,50
PENALTY,R0302338,9.5
PENALTY,R0202338,5
PENALTY,R0402339,50
PENALTY,R0302339,9.5
PENALTY,R0202339,5
PENALTY,R0402340,50
PENALTY,R0302340,9.5
PENALTY,R0202340,5
PENALTY,R0402341,50
PENALTY,R0302341,9.5
PENALTY,R0202341,5
PENALTY,R0402342,50
PENALTY,R0302342,9.5
PENALTY,R0202342,5
PENALTY,R0402343,50
PENALTY,R0302343,9.5
PENALTY,R0202343,5
PENALTY,R0402344,50
PENALTY,R0302344,9.5
PENALTY,R0202344,5
PENALTY,R0402345,50
PENALTY,R0302345,9.5
PENALTY,R0202345,5
PENALTY,R0402346,50
PENALTY,R0302346,9.5
PENALTY,R0202346,5
PENALTY,R0402347,50
PENALTY,R0302347,9.5
PENALTY,R0202347,5
PENALTY,R0402348,50
PENALTY,R0302348,9.5
PENALTY,R0202348,5
PENALTY,R0402349,50
PENALTY,R0302349,9.5
PENALTY,R0202349,5
PENALTY,R0402350,50
PENALTY,R0302350,9.5
PENALTY,R0202350,5
PENALTY,R0402351,50
PENALTY,R0302351,9.5
PENALTY,R0202351,5
PENALTY,R0402352,50
PENALTY,R0302352,9.5
PENALTY,R0202352,5
PENALTY,R0402353,50
PENALTY,R0302353,9.5
PENALTY,R0202353,5
PENALTY,R0402354,50
PENALTY,R0302354,9.5
PENALTY,R0202354,5
PENALTY,R0402355,50
PENALTY,R0302355,9.5
PENALTY,R0202355,5
PENALTY,R0402356,50
PENALTY,R0302356,9.5
PENALTY,R0202356,5
PENALTY,R0402357,50
PENALTY,R0302357,9.5
PENALTY,R0202357,5
PENALTY,R0402358,50
PENALTY,R0302358,9.5
PENALTY,R0202358,5
PENALTY,R0402359,50
PENALTY,R0302359,9.5
PENALTY,R0202359,5
PENALTY,R0402360,50
PENALTY,R0302360,9.5
PENALTY,R0202360,5
PENALTY,R0402361,50
PENALTY,R0302361,9.5
PENALTY,R0202361,5
PENALTY,R0402362,50
PENALTY,R0302362,9.5
PENALTY,R0202362,5
PENALTY,R0402363,50
PENALTY,R0302363,9.5
PENALTY,R0202363,5
PENALTY,R0402364,50
PENALTY,R0302364,9.5
PENALTY,R0202364,5
PENALTY,R0402365,50
PENALTY,R0302365,9.5
PENALTY,R0202365,5
PENALTY,R0402366,50
PENALTY,R0302366,9.5
PENALTY,R0202366,5
PENALTY,R0402367,50
PENALTY,R0302367,9.5
PENALTY,R0202367,5
PENALTY,R0402368,50
PENALTY,R0302368,9.5
PENALTY,R0202368,5
PENALTY,R0402369,50
PENALTY,R0302369,9.5
PENALTY,R0202369,5
PENALTY,R0402370,50
PENALTY,R0302370,9.5
PENALTY,R0202370,5
PENALTY,R0402371,50
PENALTY,R0302371,9.5
PENALTY,R0202371,5
PENALTY,R0402372,50
PENALTY,R0302372,9.5
PENALTY,R0202372,5
PENALTY,R0402373,50
PENALTY,R0302373,9.5
PENALTY,R0202373,5
PENALTY,R0402374,50
PENALTY,R0302374,9.5
PENALTY,R0202374,5
PENALTY,R0402375,50
PENALTY,R0302375,9.5
PENALTY,R0202375,5
PENALTY,R0402376,50
PENALTY,R0302376,9.5
PENALTY,R0202376,5
PENALTY,R0402377,50
PENALTY,R0302377,9.5
PENALTY,R0202377,5
PENALTY,R0402378,50
PENALTY,R0302378,9.5
PENALTY,R0202378,5
PENALTY,R0402379,50
PENALTY,R0302379,9.5
PENALTY,R0202379,5
PENALTY,R0402380,50
PENALTY,R0302380,9.5
PENALTY,R0202380,5
PENALTY,R0402381,50
PENALTY,R0302381,9.5
PENALTY,R0202381,5
PENALTY,R0402382,50
PENALTY,R0302382,9.5
PENALTY,R0202382,5
PENALTY,R0402383,50
PENALTY,R0302383,9.5
PENALTY,R0202383,5
PENALTY,R0402384,50
PENALTY,R0302384,9.5
PENALTY,R0202384,5
PENALTY,R0402385,50
PENALTY,R0302385,9.5
PENALTY,R0202385,5
PENALTY,R0402386,50
PENALTY,R0302386,9.5
PENALTY,R0202386,5
PENALTY,R0402387,50
PENALTY,R0302387,9.5
PENALTY,R0202387,5
PENALTY,R0402388,50
PENALTY,R0302388,9.5
PENALTY,R0202388,5
PENALTY,R0402389,50
PENALTY,R0302389,9.5
PENALTY,R0202389,5
PENALTY,R0402390,50
PENALTY,R0302390,9.5
PENALTY,R0202390,5
PENALTY,R0402391,50
PENALTY,R0302391,9.5
PENALTY,R0202391,5
PENALTY,R0402392,50
PENALTY,R0302392,9.5
PENALTY,R0202392,5
PENALTY,R0402393,50
PENALTY,R0302393,9.5
PENALTY,R0202393,5
PENALTY,R0402394,50
PENALTY,R0302394,9.5
PENALTY,R0202394,5
PENALTY,R0402395,50
PENALTY,R0302395,9.5
PENALTY,R0202395,5
PENALTY,R0402396,50
PENALTY,R0302396,9.5
PENALTY,R0202396,5
PENALTY,R0402397,50
PENALTY,R0302397,9.5
PENALTY,R0202397,5
PENALTY,R0402398,50
PENALTY,R0302398,9.5
PENALTY,R0202398,5
PENALTY,R0402399,50
PENALTY,R0302399,9.5
PENALTY,R0202399,5
PENALTY,R0402400,50
PENALTY,R0302400,9.5
PENALTY,R0202400,5
PENALTY,R0402401,50
PENALTY,R0302401,9.5
PENALTY,R0202401,5
PENALTY,R0402402,50
PENALTY,R0302402,9.5
PENALTY,R0202402,5
PENALTY,R0402403,50
PENALTY,R0302403,9.5
PENALTY,R0202403,5
PENALTY,R0402404,50
PENALTY,R0302404,9.5
PENALTY,R0202404,5
PENALTY,R0402405,50
PENALTY,R0302405,9.5
PENALTY,R0202405,5
PENALTY,R0402406,50
PENALTY,R0302406,9.5
PENALTY,R0202406,5
PENALTY,R0402407,50
PENALTY,R0302407,9.5
PENALTY,R0202407,5
PENALTY,R0402408,50
PENALTY,R0302408,9.5
PENALTY,R0202408,5
PENALTY,R0402409,50
PENALTY,R0302409,9.5
PENALTY,R0202409,5
PENALTY,R0402410,50
PENALTY,R0302410,9.5
PENALTY,R0202410,5
PENALTY,R0402411,50
PENALTY,R0302411,9.5
PENALTY,R0202411,5
PENALTY,R0402412,50
PENALTY,R0302412,9.5
PENALTY,R0202412,5
PENALTY,R0402413,50
PENALTY,R0302413,9.5
PENALTY,R0202413,5
PENALTY,R0402414,50
PENALTY,R0302414,9.5
PENALTY,R0202414,5
PENALTY,R0402415,50
PENALTY,R0302415,9.5
PENALTY,R0202415,5
PENALTY,R0402416,50
PENALTY,R0302416,9.5
PENALTY,R0202416,5
PENALTY,R0402417,50
PENALTY,R0302417,9.5
PENALTY,R0202417,5
PENALTY,R0402418,50
PENALTY,R0302418,9.5
PENALTY,R0202418,5
PENALTY,R0402419,50
PENALTY,R0302419,9.5
PENALTY,R0202419,5
PENALTY,R0402420,50
PENALTY,R0302420,9.5
PENALTY,R0202420,5
PENALTY,R0402421,50
PENALTY,R0302421,9.5
PENALTY,R0202421,5
PENALTY,R0402422,50
PENALTY,R0302422,9.5
PENALTY,R0202422,5
PENALTY,R0402423,50
PENALTY,R0302423,9.5
PENALTY,R0202423,5
PENALTY,R0402424,50
PENALTY,R0302424,9.5
PENALTY,R0202424,5
PENALTY,R0402425,50
PENALTY,R0302425,9.5
PENALTY,R0202425,5
PENALTY,R0402426,50
PENALTY,R0302426,9.5
PENALTY,R0202426,5
PENALTY,R0402427,50
PENALTY,R0302427,9.5
PENALTY,R0202427,5
PENALTY,R0402428,50
PENALTY,R0302428,9.5
PENALTY,R0202428,5
PENALTY,R0402429,50
PENALTY,R0302429,9.5
PENALTY,R0202429,5
PENALTY,R0402430,50
PENALTY,R0302430,9.5
PENALTY,R0202430,5
PENALTY,R0402431,50
PENALTY,R0302431,9.5
PENALTY,R0202431,5
PENALTY,R0402432,50
PENALTY,R0302432,9.5
PENALTY,R0202432,5
PENALTY,R0402433,50
PENALTY,R0302433,9.5
PENALTY,R0202433,5
PENALTY,R0402434,50
PENALTY,R0302434,9.5
PENALTY,R0202434,5
PENALTY,R0402435,50
PENALTY,R0302435,9.5
PENALTY,R0202435,5
PENALTY,R0402436,50
PENALTY,R0302436,9.5
PENALTY,R0202436,5
PENALTY,R0402437,50
PENALTY,R0302437,9.5
PENALTY,R0202437,5
PENALTY,R0402438,50
PENALTY,R0302438,9.5
PENALTY,R0202438,5
PENALTY,R0402439,50
PENALTY,R0302439,9.5
PENALTY,R0202439,5
PENALTY,R0402440,50
PENALTY,R0302440,9.5
PENALTY,R0202440,5
PENALTY,R0402441,50
PENALTY,R0302441,9.5
PENALTY,R0202441,5
PENALTY,R0402442,50
PENALTY,R0302442,9.5
PENALTY,R0202442,5
PENALTY,R0402443,50
PENALTY,R0302443,9.5
PENALTY,R0202443,5
PENALTY,R0402444,50
PENALTY,R0302444,9.5
PENALTY,R0202444,5
PENALTY,R0402445,50
PENALTY,R0302445,9.5
PENALTY,R0202445,5
PENALTY,R0402446,50
PENALTY,R0302446,9.5
PENALTY,R0202446,5
PENALTY,R0402447,50
PENALTY,R0302447,9.5
PENALTY,R0202447,5
PENALTY,R0402448,50
PENALTY,R0302448,9.5
PENALTY,R0202448,5
PENALTY,R0402449,50
PENALTY,R0302449,9.5
PENALTY,R0202449,5
PENALTY,R0402450,50
PENALTY,R0302450,9.5
PENALTY,R0202450,5
PENALTY,R0402451,50
PENALTY,R0302451,9.5
PENALTY,R0202451,5
PENALTY,R0402452,50
PENALTY,R0302452,9.5
PENALTY,R0202452,5
PENALTY,R0402453,50
PENALTY,R0302453,9.5
PENALTY,R0202453,5
PENALTY,R0402454,50
PENALTY,R0302454,9.5
PENALTY,R0202454,5
PENALTY,R0402455,50
PENALTY,R0302455,9.5
PENALTY,R0202455,5
PENALTY,R0402456,50
PENALTY,R0302456,9.5
PENALTY,R0202456,5
PENALTY,R0402457,50
PENALTY,R0302457,9.5
PENALTY,R0202457,5
PENALTY,R0402458,50
PENALTY,R0302458,9.5
PENALTY,R0202458,5
PENALTY,R0402459,50
PENALTY,R0302459,9.5
PENALTY,R0202459,5
PENALTY,R0402460,50
PENALTY,R0302460,9.5
PENALTY,R0202460,5
PENALTY,R0402461,50
PENALTY,R0302461,9.5
PENALTY,R0202461,5
PENALTY,R0402462,50
PENALTY,R0302462,9.5
PENALTY,R0202462,5
PENALTY,R0402463,50
PENALTY,R0302463,9.5
PENALTY,R0202463,5
PENALTY,R0402464,50
PENALTY,R0302464,9.5
PENALTY,R0202464,5
PENALTY,R0402465,50
PENALTY,R0302465,9.5
PENALTY,R0202465,5
PENALTY,R0402466,50
PENALTY,R0302466,9.5
PENALTY,R0202466,5
PENALTY,R0402467,50
PENALTY,R0302467,9.5
PENALTY,R0202467,5
PENALTY,R0402468,50
PENALTY,R0302468,9.5
PENALTY,R0202468,5
PENALTY,R0402469,50
PENALTY,R0302469,9.5
PENALTY,R0202469,5
PENALTY,R0402470,50
PENALTY,R0302470,9.5
PENALTY,R0202470,5
PENALTY,R0402471,50
PENALTY,R0302471,9.5
PENALTY,R0202471,5
PENALTY,R0402472,50
PENALTY,R0302472,9.5
PENALTY,R0202472,5
PENALTY,R0402473,50
PENALTY,R0302473,9.5
PENALTY,R0202473,5
PENALTY,R0402474,50
PENALTY,R0302474,9.5
PENALTY,R0202474,5
PENALTY,R0402475,50
PENALTY,R0302475,9.5
PENALTY,R0202475,5
PENALTY,R0402476,50
PENALTY,R0302476,9.5
PENALTY,R0202476,5
PENALTY,R0402477,50
PENALTY,R0302477,9.5
PENALTY,R0202477,5
PENALTY,R0402478,50
PENALTY,R0302478,9.5
PENALTY,R0202478,5
PENALTY,R0402479,50
PENALTY,R0302479,9.5
PENALTY,R0202479,5
PENALTY,R0402480,50
PENALTY,R0302480,9.5
PENALTY,R0202480,5
PENALTY,R0402481,50
PENALTY,R0302481,9.5
PENALTY,R0202481,5
PENALTY,R0402482,50
PENALTY,R0302482,9.5
PENALTY,R0202482,5
PENALTY,R0402483,50
PENALTY,R0302483,9.5
PENALTY,R0202483,5
PENALTY,R0402484,50
PENALTY,R0302484,9.5
PENALTY,R0202484,5
PENALTY,R0402485,50
PENALTY,R0302485,9.5
PENALTY,R0202485,5
PENALTY,R0402486,50
PENALTY,R0302486,9.5
PENALTY,R0202486,5
PENALTY,R0402487,50
PENALTY,R0302487,9.5
PENALTY,R0202487,5
PENALTY,R0402488,50
PENALTY,R0302488,9.5
PENALTY,R0202488,5
PENALTY,R0402489,50
PENALTY,R0302489,9.5
PENALTY,R0202489,5
PENALTY,R0402490,50
PENALTY,R0302490,9.5
PENALTY,R0202490,5
PENALTY,R0402491,50
PENALTY,R0302491,9.5
PENALTY,R0202491,5
PENALTY,R0402492,50
PENALTY,R0302492,9.5
PENALTY,R0202492,5
PENALTY,R0402493,50
PENALTY,R0302493,9.5
PENALTY,R0202493,5
PENALTY,R0402494,50
PENALTY,R0302494,9.5
PENALTY,R0202494,5
PENALTY,R0402495,50
PENALTY,R0302495,9.5
PENALTY,R0202495,5
PENALTY,R0402496,50
PENALTY,R0302496,9.5
PENALTY,R0202496,5
PENALTY,R0402497,50
PENALTY,R0302497,9.5
PENALTY,R0202497,5
PENALTY,R0402498,50
PENALTY,R0302498,9.5
PENALTY,R0202498,5
PENALTY,R0402499,50
PENALTY,R0302499,9.5
PENALTY,R0202499,5
PENALTY,R0402500,50
PENALTY,R0302500,9.5
PENALTY,R0202500,5
PENALTY,R0402501,50
PENALTY,R0302501,9.5
PENALTY,R0202501,5
PENALTY,R0402502,50
PENALTY,R0302502,9.5
PENALTY,R0202502,5
PENALTY,R0402503,50
PENALTY,R0302503,9.5
PENALTY,R0202503,5
PENALTY,R0402504,50
PENALTY,R0302504,9.5
PENALTY,R0202504,5
PENALTY,R0402505,50
PENALTY,R0302505,9.5
PENALTY,R0202505,5
PENALTY,R0402506,50
PENALTY,R0302506,9.5
PENALTY,R0202506,5
PENALTY,R0402507,50
PENALTY,R0302507,9.5
PENALTY,R0202507,5
PENALTY,R0402508,50
PENALTY,R0302508,9.5
PENALTY,R0202508,5
PENALTY,R0402509,50
PENALTY,R0302509,9.5
PENALTY,R0202509,5
PENALTY,R0402510,50
PENALTY,R0302510,9.5
PENALTY,R0202510,5
PENALTY,R0402511,50
PENALTY,R0302511,9.5
PENALTY,R0202511,5
PENALTY,R0402512,50
PENALTY,R0302512,9.5
PENALTY,R0202512,5
PENALTY,R0402513,50
PENALTY,R0302513,9.5
PENALTY,R0202513,5
PENALTY,R0402514,50
PENALTY,R0302514,9.5
PENALTY,R0202514,5
PENALTY,R0402515,50
PENALTY,R0302515,9.5
PENALTY,R0202515,5
PENALTY,R0402516,50
PENALTY,R0302516,9.5
PENALTY,R0202516,5
PENALTY,R0402517,50
PENALTY,R0302517,9.5
PENALTY,R0202517,5
PENALTY,R0402518,50
PENALTY,R0302518,9.5
PENALTY,R0202518,5
PENALTY,R0402519,50
PENALTY,R0302519,9.5
PENALTY,R0202519,5
PENALTY,R0402520,50
PENALTY,R0302520,9.5
PENALTY,R0202520,5
PENALTY,R0402521,50
PENALTY,R0302521,9.5
PENALTY,R0202521,5
PENALTY,R0402522,50
PENALTY,R0302522,9.5
PENALTY,R0202522,5
PENALTY,R0402523,50
PENALTY,R0302523,9.5
PENALTY,R0202523,5
PENALTY,R0402524,50
PENALTY,R0302524,9.5
PENALTY,R0202524,5
PENALTY,R0402525,50
PENALTY,R0302525,9.5
PENALTY,R0202525,5
PENALTY,R0402526,50
PENALTY,R0302526,9.5
PENALTY,R0202526,5
PENALTY,R0402527,50
PENALTY,R0302527,9.5
PENALTY,R0202527,5
PENALTY,R0402528,50
PENALTY,R0302528,9.5
PENALTY,R0202528,5
PENALTY,R0402529,50
PENALTY,R0302529,9.5
PENALTY,R0202529,5
PENALTY,R0402530,50
PENALTY,R0302530,9.5
PENALTY,R0202530,5
PENALTY,R0402531,50
PENALTY,R0302531,9.5
PENALTY,R0202531,5
PENALTY,R0402532,50
PENALTY,R0302532,9.5
PENALTY,R0202532,5
PENALTY,R0402533,50
PENALTY,R0302533,9.5
PENALTY,R0202533,5
PENALTY,R0402534,50
PENALTY,R0302534,9.5
PENALTY,R0202534,5
PENALTY,R0402535,50
PENALTY,R0302535,9.5
PENALTY,R0202535,5
PENALTY,R0402536,50
PENALTY,R0302536,9.5
PENALTY,R0202536,5
PENALTY,R0402537,50
PENALTY,R0302537,9.5
PENALTY,R0202537,5
PENALTY,R0402538,50
PENALTY,R0302538,9.5
PENALTY,R0202538,5
PENALTY,R0402539,50
PENALTY,R0302539,9.5
PENALTY,R0202539,5
PENALTY,R0402540,50
PENALTY,R0302540,9.5
PENALTY,R0202540,5
PENALTY,R0402541,50
PENALTY,R0302541,9.5
PENALTY,R0202541,5
PENALTY,R0402542,50
PENALTY,R0302542,9.5
PENALTY,R0202542,5
PENALTY,R0402543,50
PENALTY,R0302543,9.5
PENALTY,R0202543,5
PENALTY,R0402544,50
PENALTY,R0302544,9.5
PENALTY,R0202544,5
PENALTY,R0402545,50
PENALTY,R0302545,9.5
PENALTY,R0202545,5
PENALTY,R0402546,50
PENALTY,R0302546,9.5
PENALTY,R0202546,5
PENALTY,R0402547,50
PENALTY,R0302547,9.5
PENALTY,R0202547,5
PENALTY,R0402548,50
PENALTY,R0302548,9.5
PENALTY,R0202548,5
PENALTY,R0402549,50
PENALTY,R0302549,9.5
PENALTY,R0202549,5
PENALTY,R0402550,50
PENALTY,R0302550,9.5
PENALTY,R0202550,5
PENALTY,R0402551,50
PENALTY,R0302551,9.5
PENALTY,R0202551,5
PENALTY,R0402552,50
PENALTY,R0302552,9.5
PENALTY,R0202552,5
PENALTY,R0402553,50
PENALTY,R0302553,9.5
PENALTY,R0202553,5
PENALTY,R0402554,50
PENALTY,R0302554,9.5
PENALTY,R0202554,5
PENALTY,R0402555,50
PENALTY,R0302555,9.5
PENALTY,R0202555,5
PENALTY,R0402556,50
PENALTY,R0302556,9.5
PENALTY,R0202556,5
PENALTY,R0402557,50
PENALTY,R0302557,9.5
PENALTY,R0202557,5
PENALTY,R0402558,50
PENALTY,R0302558,9.5
PENALTY,R0202558,5
PENALTY,R0402559,50
PENALTY,R0302559,9.5
PENALTY,R0202559,5
PENALTY,R0402560,50
PENALTY,R0302560,9.5
PENALTY,R0202560,5
PENALTY,R0402561,50
PENALTY,R0302561,9.5
PENALTY,R0202561,5
PENALTY,R0402562,50
PENALTY,R0302562,9.5
PENALTY,R0202562,5
