variable_name,type,lower_bound,upper_bound
R0100985,DoubleBound,0,0.5
R0300576,DoubleBound,0,1
R0100481,DoubleBound,0,0.5
R0301164,DoubleBound,0,1
R0201421,DoubleBound,0,1
R0202025,DoubleBound,0,1
R0202225,DoubleBound,0,1
R0202807,DoubleBound,0,1
R0300158,DoubleBound,0,1
R0102177,DoubleBound,0,1
R0302079,DoubleBound,0,1
R0300385,DoubleBound,0,1
R0300283,DoubleBound,0,1
R0202387,DoubleBound,0,1
R0402965,DoubleBound,0,8
R0300104,DoubleBound,0,1
R0300315,DoubleBound,0,1
R0201139,DoubleBound,0,1
R0402566,DoubleBound,0,8
R0200815,DoubleBound,0,1
R0101848,DoubleBound,0,1
R0100885,DoubleBound,0,0.5
R0101939,DoubleBound,0,1
R0201401,DoubleBound,0,1
R0100119,DoubleBound,0,0.5
R0200029,DoubleBound,0,1
R0200486,DoubleBound,0,1
R0100543,DoubleBound,0,0.5
R0200770,DoubleBound,0,1
R0200850,DoubleBound,0,1
R0301699,DoubleBound,0,1
R0300143,DoubleBound,0,1
R0100634,DoubleBound,0,0.5
R0100881,DoubleBound,0,0.5
R0202151,DoubleBound,0,1
R0202904,DoubleBound,0,1
R0301794,DoubleBound,0,1
R0301033,DoubleBound,0,1
R0301850,DoubleBound,0,1
R0102922,DoubleBound,0,1
R0301364,DoubleBound,0,1
R0402546,DoubleBound,0,8
R0201562,DoubleBound,0,1
R0202884,DoubleBound,0,1
R0102611,DoubleBound,0,1
R0401778,DoubleBound,0,8
R0402563,DoubleBound,0,8
R0401924,DoubleBound,0,8
R0100044,DoubleBound,0,0.5
R0101942,DoubleBound,0,1
R0301241,DoubleBound,0,1
R0100635,DoubleBound,0,0.5
R0302436,DoubleBound,0,1
R0102486,DoubleBound,0,1
R0102554,DoubleBound,0,1
R0202173,DoubleBound,0,1
R0402451,DoubleBound,0,8
R0202045,DoubleBound,0,1
R0300936,DoubleBound,0,1
R0402328,DoubleBound,0,8
R0200338,DoubleBound,0,1
R0402065,DoubleBound,0,8
R0102386,DoubleBound,0,1
R0302042,DoubleBound,0,1
R0101135,DoubleBound,0,0.5
R0402477,DoubleBound,0,8
R0200033,DoubleBound,0,1
R0301712,DoubleBound,0,1
R0202685,DoubleBound,0,1
R0202446,DoubleBound,0,1
R0200265,DoubleBound,0,1
R0102606,DoubleBound,0,1
R0202763,DoubleBound,0,1
R0202934,DoubleBound,0,1
R0302247,DoubleBound,0,1
R0100376,DoubleBound,0,0.5
R0201228,DoubleBound,0,1
R0402307,DoubleBound,0,8
R0102293,DoubleBound,0,1
R0100932,DoubleBound,0,0.5
R0301694,DoubleBound,0,1
R0302433,DoubleBound,0,1
R0200843,DoubleBound,0,1
R0200641,DoubleBound,0,1
R0101305,DoubleBound,0,0.5
R0200288,DoubleBound,0,1
R0201348,DoubleBound,0,1
R0100755,DoubleBound,0,0.5
R0100665,DoubleBound,0,0.5
R0200953,DoubleBound,0,1
R0302537,DoubleBound,0,1
R0300551,DoubleBound,0,1
R0302299,DoubleBound,0,1
R0202772,DoubleBound,0,1
R0102241,DoubleBound,0,1
R0102321,DoubleBound,0,1
R0200205,DoubleBound,0,1
R0302128,DoubleBound,0,1
R0402588,DoubleBound,0,8
R0300156,DoubleBound,0,1
R0301832,DoubleBound,0,1
R0300062,DoubleBound,0,1
R0301092,DoubleBound,0,1
R0202480,DoubleBound,0,1
R0401783,DoubleBound,0,8
R0300919,DoubleBound,0,1
R0201070,DoubleBound,0,1
R0301410,DoubleBound,0,1
R0401770,DoubleBound,0,8
R0201667,DoubleBound,0,1
R0401927,DoubleBound,0,8
R0100330,DoubleBound,0,0.5
R0201783,DoubleBound,0,1
R0102699,DoubleBound,0,1
R0200555,DoubleBound,0,1
R0301944,DoubleBound,0,1
R0402029,DoubleBound,0,8
R0402080,DoubleBound,0,8
R0101155,DoubleBound,0,0.5
R0301044,DoubleBound,0,1
R0200346,DoubleBound,0,1
R0300372,DoubleBound,0,1
R0401999,DoubleBound,0,8
R0100617,DoubleBound,0,0.5
R0302649,DoubleBound,0,1
R0202172,DoubleBound,0,1
R0301380,DoubleBound,0,1
R0100689,DoubleBound,0,0.5
R0102526,DoubleBound,0,1
R0101687,DoubleBound,0,1
R0102520,DoubleBound,0,1
R0102748,DoubleBound,0,1
R0401549,DoubleBound,0,8
R0100610,DoubleBound,0,0.5
R0101127,DoubleBound,0,0.5
R0300036,DoubleBound,0,1
R0301237,DoubleBound,0,1
R0202271,DoubleBound,0,1
R0102997,DoubleBound,0,1
R0402593,DoubleBound,0,8
R0402147,DoubleBound,0,8
R0102742,DoubleBound,0,1
R0100488,DoubleBound,0,0.5
R0200701,DoubleBound,0,1
R0201880,DoubleBound,0,1
R0201392,DoubleBound,0,1
R0200259,DoubleBound,0,1
R0102815,DoubleBound,0,1
R0402768,DoubleBound,0,8
R0302849,DoubleBound,0,1
R0102292,DoubleBound,0,1
R0101087,DoubleBound,0,0.5
R0102766,DoubleBound,0,1
R0300555,DoubleBound,0,1
R0402503,DoubleBound,0,8
R0101863,DoubleBound,0,1
R0301142,DoubleBound,0,1
R0402209,DoubleBound,0,8
R0200129,DoubleBound,0,1
R0202315,DoubleBound,0,1
R0200124,DoubleBound,0,1
R0200165,DoubleBound,0,1
R0301065,DoubleBound,0,1
R0402143,DoubleBound,0,8
R0202512,DoubleBound,0,1
R0202805,DoubleBound,0,1
R0402865,DoubleBound,0,8
R0301322,DoubleBound,0,1
R0302015,DoubleBound,0,1
R0101772,DoubleBound,0,1
R0301073,DoubleBound,0,1
R0402025,DoubleBound,0,8
R0200837,DoubleBound,0,1
R0201567,DoubleBound,0,1
R0201847,DoubleBound,0,1
R0202592,DoubleBound,0,1
R0102944,DoubleBound,0,1
R0200061,DoubleBound,0,1
R0201798,DoubleBound,0,1
R0100827,DoubleBound,0,0.5
R0301765,DoubleBound,0,1
R0202091,DoubleBound,0,1
R0200397,DoubleBound,0,1
R0302947,DoubleBound,0,1
R0101758,DoubleBound,0,1
R0200181,DoubleBound,0,1
R0200568,DoubleBound,0,1
R0100061,DoubleBound,0,0.5
R0100973,DoubleBound,0,0.5
R0402801,DoubleBound,0,8
R0101505,DoubleBound,0,1
R0101142,DoubleBound,0,0.5
R0201989,DoubleBound,0,1
R0201979,DoubleBound,0,1
R0102294,DoubleBound,0,1
R0201013,DoubleBound,0,1
R0201699,DoubleBound,0,1
R0300879,DoubleBound,0,1
R0101191,DoubleBound,0,0.5
R0202824,DoubleBound,0,1
R0302635,DoubleBound,0,1
R0200128,DoubleBound,0,1
R0301774,DoubleBound,0,1
R0202125,DoubleBound,0,1
R0300319,DoubleBound,0,1
R0301751,DoubleBound,0,1
R0401683,DoubleBound,0,8
R0201615,DoubleBound,0,1
R0202993,DoubleBound,0,1
R0102846,DoubleBound,0,1
R0302639,DoubleBound,0,1
R0201609,DoubleBound,0,1
R0402999,DoubleBound,0,8
R0302518,DoubleBound,0,1
R0302895,DoubleBound,0,1
R0300407,DoubleBound,0,1
R0201008,DoubleBound,0,1
R0100208,DoubleBound,0,0.5
R0101147,DoubleBound,0,0.5
R0102841,DoubleBound,0,1
R0300515,DoubleBound,0,1
R0301284,DoubleBound,0,1
R0102626,DoubleBound,0,1
R0401795,DoubleBound,0,8
R0202908,DoubleBound,0,1
R0102202,DoubleBound,0,1
R0200169,DoubleBound,0,1
R0401837,DoubleBound,0,8
R0102170,DoubleBound,0,1
R0300629,DoubleBound,0,1
R0300106,DoubleBound,0,1
R0200221,DoubleBound,0,1
R0200312,DoubleBound,0,1
R0402691,DoubleBound,0,8
R0301697,DoubleBound,0,1
R0300796,DoubleBound,0,1
R0402893,DoubleBound,0,8
R0100418,DoubleBound,0,0.5
R0401551,DoubleBound,0,8
R0100765,DoubleBound,0,0.5
R0402061,DoubleBound,0,8
R0202475,DoubleBound,0,1
R0402494,DoubleBound,0,8
R0402497,DoubleBound,0,8
R0102423,DoubleBound,0,1
R0102845,DoubleBound,0,1
R0201343,DoubleBound,0,1
R0102570,DoubleBound,0,1
R0302712,DoubleBound,0,1
R0300347,DoubleBound,0,1
R0301995,DoubleBound,0,1
R0202608,DoubleBound,0,1
R0401598,DoubleBound,0,8
R0200431,DoubleBound,0,1
R0100687,DoubleBound,0,0.5
R0301055,DoubleBound,0,1
R0200966,DoubleBound,0,1
R0301021,DoubleBound,0,1
R0302272,DoubleBound,0,1
R0200838,DoubleBound,0,1
R0302530,DoubleBound,0,1
R0100750,DoubleBound,0,0.5
R0202658,DoubleBound,0,1
R0200856,DoubleBound,0,1
R0302019,DoubleBound,0,1
R0302545,DoubleBound,0,1
R0300398,DoubleBound,0,1
R0200258,DoubleBound,0,1
R0402320,DoubleBound,0,8
R0300309,DoubleBound,0,1
R0402935,DoubleBound,0,8
R0201596,DoubleBound,0,1
R0201888,DoubleBound,0,1
R0201874,DoubleBound,0,1
R0200132,DoubleBound,0,1
R0300637,DoubleBound,0,1
R0200632,DoubleBound,0,1
R0100745,DoubleBound,0,0.5
R0102420,DoubleBound,0,1
R0201201,DoubleBound,0,1
R0402133,DoubleBound,0,8
R0101738,DoubleBound,0,1
R0201163,DoubleBound,0,1
R0402156,DoubleBound,0,8
R0200912,DoubleBound,0,1
R0301277,DoubleBound,0,1
R0301681,DoubleBound,0,1
R0402479,DoubleBound,0,8
R0100275,DoubleBound,0,0.5
R0401872,DoubleBound,0,8
R0102429,DoubleBound,0,1
R0102469,DoubleBound,0,1
R0300897,DoubleBound,0,1
R0201784,DoubleBound,0,1
R0100666,DoubleBound,0,0.5
R0301503,DoubleBound,0,1
R0202931,DoubleBound,0,1
R0300763,DoubleBound,0,1
R0201412,DoubleBound,0,1
R0301784,DoubleBound,0,1
R0200490,DoubleBound,0,1
R0300889,DoubleBound,0,1
R0301905,DoubleBound,0,1
R0202122,DoubleBound,0,1
R0201302,DoubleBound,0,1
R0301519,DoubleBound,0,1
R0302109,DoubleBound,0,1
R0102316,DoubleBound,0,1
R0301183,DoubleBound,0,1
R0301691,DoubleBound,0,1
R0201717,DoubleBound,0,1
R0201735,DoubleBound,0,1
R0201835,DoubleBound,0,1
R0100476,DoubleBound,0,0.5
R0202486,DoubleBound,0,1
R0202988,DoubleBound,0,1
R0102736,DoubleBound,0,1
R0102179,DoubleBound,0,1
R0102661,DoubleBound,0,1
R0302413,DoubleBound,0,1
R0200847,DoubleBound,0,1
R0201839,DoubleBound,0,1
R0401646,DoubleBound,0,8
R0402185,DoubleBound,0,8
R0100176,DoubleBound,0,0.5
R0200972,DoubleBound,0,1
R0301531,DoubleBound,0,1
R0302293,DoubleBound,0,1
R0302543,DoubleBound,0,1
R0202673,DoubleBound,0,1
R0401579,DoubleBound,0,8
R0102821,DoubleBound,0,1
R0102158,DoubleBound,0,1
R0401803,DoubleBound,0,8
R0101490,DoubleBound,0,0.5
R0302320,DoubleBound,0,1
R0200120,DoubleBound,0,1
R0202458,DoubleBound,0,1
R0201842,DoubleBound,0,1
R0301639,DoubleBound,0,1
R0102735,DoubleBound,0,1
R0101568,DoubleBound,0,1
R0100441,DoubleBound,0,0.5
R0101719,DoubleBound,0,1
R0101837,DoubleBound,0,1
R0300524,DoubleBound,0,1
R0101429,DoubleBound,0,0.5
R0101734,DoubleBound,0,1
R0200013,DoubleBound,0,1
R0301915,DoubleBound,0,1
R0200532,DoubleBound,0,1
R0402303,DoubleBound,0,8
R0301945,DoubleBound,0,1
R0402886,DoubleBound,0,8
R0301307,DoubleBound,0,1
R0102775,DoubleBound,0,1
R0201623,DoubleBound,0,1
R0202324,DoubleBound,0,1
R0100207,DoubleBound,0,0.5
R0301446,DoubleBound,0,1
R0202523,DoubleBound,0,1
R0102393,DoubleBound,0,1
R0202815,DoubleBound,0,1
R0301513,DoubleBound,0,1
R0300633,DoubleBound,0,1
R0201130,DoubleBound,0,1
R0300061,DoubleBound,0,1
R0302275,DoubleBound,0,1
R0301082,DoubleBound,0,1
R0301178,DoubleBound,0,1
R0101210,DoubleBound,0,0.5
R0102056,DoubleBound,0,1
R0100339,DoubleBound,0,0.5
R0202070,DoubleBound,0,1
R0300959,DoubleBound,0,1
R0302292,DoubleBound,0,1
R0202395,DoubleBound,0,1
R0201980,DoubleBound,0,1
R0202539,DoubleBound,0,1
R0101987,DoubleBound,0,1
R0200058,DoubleBound,0,1
R0100219,DoubleBound,0,0.5
R0100852,DoubleBound,0,0.5
R0102564,DoubleBound,0,1
R0200394,DoubleBound,0,1
R0301621,DoubleBound,0,1
R0200666,DoubleBound,0,1
R0301151,DoubleBound,0,1
R0201633,DoubleBound,0,1
R0302628,DoubleBound,0,1
R0202404,DoubleBound,0,1
R0301614,DoubleBound,0,1
R0302760,DoubleBound,0,1
R0300861,DoubleBound,0,1
R0201540,DoubleBound,0,1
R0200700,DoubleBound,0,1
R0200824,DoubleBound,0,1
R0300831,DoubleBound,0,1
R0200233,DoubleBound,0,1
R0302775,DoubleBound,0,1
R0402485,DoubleBound,0,8
R0302327,DoubleBound,0,1
R0100409,DoubleBound,0,0.5
R0200039,DoubleBound,0,1
R0200907,DoubleBound,0,1
R0402247,DoubleBound,0,8
R0302443,DoubleBound,0,1
R0301152,DoubleBound,0,1
R0301215,DoubleBound,0,1
R0101392,DoubleBound,0,0.5
R0201767,DoubleBound,0,1
R0302475,DoubleBound,0,1
R0401766,DoubleBound,0,8
R0402271,DoubleBound,0,8
R0402773,DoubleBound,0,8
R0202835,DoubleBound,0,1
R0302105,DoubleBound,0,1
R0302217,DoubleBound,0,1
R0300810,DoubleBound,0,1
R0302919,DoubleBound,0,1
R0401802,DoubleBound,0,8
R0202860,DoubleBound,0,1
R0201734,DoubleBound,0,1
R0302201,DoubleBound,0,1
R0302720,DoubleBound,0,1
R0101040,DoubleBound,0,0.5
R0300086,DoubleBound,0,1
R0201761,DoubleBound,0,1
R0102105,DoubleBound,0,1
R0102599,DoubleBound,0,1
R0102602,DoubleBound,0,1
R0201942,DoubleBound,0,1
R0301481,DoubleBound,0,1
R0101498,DoubleBound,0,0.5
R0300943,DoubleBound,0,1
R0201785,DoubleBound,0,1
R0402120,DoubleBound,0,8
R0202243,DoubleBound,0,1
R0302289,DoubleBound,0,1
R0302527,DoubleBound,0,1
R0402873,DoubleBound,0,8
R0302041,DoubleBound,0,1
R0201921,DoubleBound,0,1
R0302821,DoubleBound,0,1
R0101017,DoubleBound,0,0.5
R0100144,DoubleBound,0,0.5
R0202326,DoubleBound,0,1
R0102033,DoubleBound,0,1
R0402334,DoubleBound,0,8
R0201890,DoubleBound,0,1
R0200187,DoubleBound,0,1
R0300603,DoubleBound,0,1
R0301841,DoubleBound,0,1
R0301990,DoubleBound,0,1
R0202606,DoubleBound,0,1
R0402798,DoubleBound,0,8
R0102540,DoubleBound,0,1
R0101867,DoubleBound,0,1
R0100120,DoubleBound,0,0.5
R0200303,DoubleBound,0,1
R0301368,DoubleBound,0,1
R0201243,DoubleBound,0,1
R0301169,DoubleBound,0,1
R0302607,DoubleBound,0,1
R0102487,DoubleBound,0,1
R0100903,DoubleBound,0,0.5
R0201736,DoubleBound,0,1
R0301494,DoubleBound,0,1
R0301865,DoubleBound,0,1
R0200381,DoubleBound,0,1
R0302431,DoubleBound,0,1
R0100056,DoubleBound,0,0.5
R0101802,DoubleBound,0,1
R0100756,DoubleBound,0,0.5
R0101411,DoubleBound,0,0.5
R0402268,DoubleBound,0,8
R0201009,DoubleBound,0,1
R0200171,DoubleBound,0,1
R0401592,DoubleBound,0,8
R0300005,DoubleBound,0,1
R0300199,DoubleBound,0,1
R0300285,DoubleBound,0,1
R0402868,DoubleBound,0,8
R0200255,DoubleBound,0,1
R0200285,DoubleBound,0,1
R0300164,DoubleBound,0,1
R0301534,DoubleBound,0,1
R0302188,DoubleBound,0,1
R0402018,DoubleBound,0,8
R0401806,DoubleBound,0,8
R0401554,DoubleBound,0,8
R0200521,DoubleBound,0,1
R0102322,DoubleBound,0,1
R0401694,DoubleBound,0,8
R0301365,DoubleBound,0,1
R0100730,DoubleBound,0,0.5
R0101541,DoubleBound,0,1
R0301736,DoubleBound,0,1
R0100585,DoubleBound,0,0.5
R0101388,DoubleBound,0,0.5
R0302342,DoubleBound,0,1
R0302597,DoubleBound,0,1
R0402991,DoubleBound,0,8
R0302871,DoubleBound,0,1
R0102743,DoubleBound,0,1
R0300543,DoubleBound,0,1
R0100890,DoubleBound,0,0.5
R0301313,DoubleBound,0,1
R0302034,DoubleBound,0,1
R0102111,DoubleBound,0,1
R0401876,DoubleBound,0,8
R0101647,DoubleBound,0,1
R0300723,DoubleBound,0,1
R0201242,DoubleBound,0,1
R0301426,DoubleBound,0,1
R0402934,DoubleBound,0,8
R0200140,DoubleBound,0,1
R0300622,DoubleBound,0,1
R0100710,DoubleBound,0,0.5
R0200873,DoubleBound,0,1
R0300638,DoubleBound,0,1
R0101185,DoubleBound,0,0.5
R0100770,DoubleBound,0,0.5
R0101293,DoubleBound,0,0.5
R0401568,DoubleBound,0,8
R0301745,DoubleBound,0,1
R0300047,DoubleBound,0,1
R0100519,DoubleBound,0,0.5
R0301752,DoubleBound,0,1
R0401850,DoubleBound,0,8
R0100731,DoubleBound,0,0.5
R0301312,DoubleBound,0,1
R0101018,DoubleBound,0,0.5
R0302066,DoubleBound,0,1
R0202749,DoubleBound,0,1
R0401828,DoubleBound,0,8
R0202105,DoubleBound,0,1
R0202290,DoubleBound,0,1
R0202883,DoubleBound,0,1
R0402482,DoubleBound,0,8
R0101861,DoubleBound,0,1
R0100669,DoubleBound,0,0.5
R0301371,DoubleBound,0,1
R0201047,DoubleBound,0,1
R0301524,DoubleBound,0,1
R0301844,DoubleBound,0,1
R0401631,DoubleBound,0,8
R0202503,DoubleBound,0,1
R0101684,DoubleBound,0,1
R0301761,DoubleBound,0,1
R0100156,DoubleBound,0,0.5
R0401511,DoubleBound,0,8
R0202689,DoubleBound,0,1
R0101621,DoubleBound,0,1
R0101291,DoubleBound,0,0.5
R0101774,DoubleBound,0,1
R0200682,DoubleBound,0,1
R0301939,DoubleBound,0,1
R0301796,DoubleBound,0,1
R0402438,DoubleBound,0,8
R0202927,DoubleBound,0,1
R0301253,DoubleBound,0,1
R0402463,DoubleBound,0,8
R0402235,DoubleBound,0,8
R0102417,DoubleBound,0,1
R0100792,DoubleBound,0,0.5
R0102235,DoubleBound,0,1
R0402736,DoubleBound,0,8
R0101058,DoubleBound,0,0.5
R0402629,DoubleBound,0,8
R0302584,DoubleBound,0,1
R0402586,DoubleBound,0,8
R0202724,DoubleBound,0,1
R0301902,DoubleBound,0,1
R0201083,DoubleBound,0,1
R0100984,DoubleBound,0,0.5
R0302468,DoubleBound,0,1
R0102911,DoubleBound,0,1
R0200388,DoubleBound,0,1
R0101444,DoubleBound,0,0.5
R0302572,DoubleBound,0,1
R0102925,DoubleBound,0,1
R0301117,DoubleBound,0,1
R0401748,DoubleBound,0,8
R0100501,DoubleBound,0,0.5
R0202399,DoubleBound,0,1
R0300314,DoubleBound,0,1
R0102656,DoubleBound,0,1
R0100291,DoubleBound,0,0.5
R0202507,DoubleBound,0,1
R0302525,DoubleBound,0,1
R0301062,DoubleBound,0,1
R0202049,DoubleBound,0,1
R0201383,DoubleBound,0,1
R0202082,DoubleBound,0,1
R0102308,DoubleBound,0,1
R0301535,DoubleBound,0,1
R0302484,DoubleBound,0,1
R0202429,DoubleBound,0,1
R0302498,DoubleBound,0,1
R0300121,DoubleBound,0,1
R0201253,DoubleBound,0,1
R0200444,DoubleBound,0,1
R0200210,DoubleBound,0,1
R0200628,DoubleBound,0,1
R0302363,DoubleBound,0,1
R0102044,DoubleBound,0,1
R0202150,DoubleBound,0,1
R0402216,DoubleBound,0,8
R0202363,DoubleBound,0,1
R0402583,DoubleBound,0,8
R0102986,DoubleBound,0,1
R0401525,DoubleBound,0,8
R0201690,DoubleBound,0,1
R0401518,DoubleBound,0,8
R0100370,DoubleBound,0,0.5
R0202076,DoubleBound,0,1
R0200190,DoubleBound,0,1
R0401623,DoubleBound,0,8
R0200436,DoubleBound,0,1
R0202336,DoubleBound,0,1
R0402427,DoubleBound,0,8
R0202723,DoubleBound,0,1
R0201002,DoubleBound,0,1
R0301023,DoubleBound,0,1
R0200075,DoubleBound,0,1
R0402738,DoubleBound,0,8
R0301895,DoubleBound,0,1
R0202742,DoubleBound,0,1
R0202753,DoubleBound,0,1
R0102581,DoubleBound,0,1
R0402272,DoubleBound,0,8
R0101697,DoubleBound,0,1
R0200787,DoubleBound,0,1
R0302077,DoubleBound,0,1
R0402458,DoubleBound,0,8
R0300954,DoubleBound,0,1
R0201722,DoubleBound,0,1
R0101597,DoubleBound,0,1
R0201019,DoubleBound,0,1
R0200093,DoubleBound,0,1
R0100327,DoubleBound,0,0.5
R0201541,DoubleBound,0,1
R0300258,DoubleBound,0,1
R0100736,DoubleBound,0,0.5
R0300822,DoubleBound,0,1
R0301319,DoubleBound,0,1
R0401630,DoubleBound,0,8
R0301685,DoubleBound,0,1
R0301131,DoubleBound,0,1
R0100942,DoubleBound,0,0.5
R0402172,DoubleBound,0,8
R0202661,DoubleBound,0,1
R0302818,DoubleBound,0,1
R0202923,DoubleBound,0,1
R0101520,DoubleBound,0,1
R0300978,DoubleBound,0,1
R0200282,DoubleBound,0,1
R0100859,DoubleBound,0,0.5
R0101183,DoubleBound,0,0.5
R0401671,DoubleBound,0,8
R0102783,DoubleBound,0,1
R0200903,DoubleBound,0,1
R0300664,DoubleBound,0,1
R0302593,DoubleBound,0,1
R0200320,DoubleBound,0,1
R0100379,DoubleBound,0,0.5
R0301171,DoubleBound,0,1
R0201455,DoubleBound,0,1
R0301562,DoubleBound,0,1
R0402121,DoubleBound,0,8
R0402848,DoubleBound,0,8
R0301013,DoubleBound,0,1
R0201978,DoubleBound,0,1
R0201481,DoubleBound,0,1
R0301566,DoubleBound,0,1
R0302771,DoubleBound,0,1
R0101661,DoubleBound,0,1
R0201695,DoubleBound,0,1
R0402107,DoubleBound,0,8
R0401763,DoubleBound,0,8
R0401688,DoubleBound,0,8
R0300898,DoubleBound,0,1
R0101555,DoubleBound,0,1
R0201749,DoubleBound,0,1
R0402282,DoubleBound,0,8
R0202891,DoubleBound,0,1
R0401822,DoubleBound,0,8
R0102169,DoubleBound,0,1
R0202463,DoubleBound,0,1
R0102803,DoubleBound,0,1
R0301449,DoubleBound,0,1
R0200998,DoubleBound,0,1
R0201192,DoubleBound,0,1
R0100059,DoubleBound,0,0.5
R0300450,DoubleBound,0,1
R0201061,DoubleBound,0,1
R0302909,DoubleBound,0,1
R0201800,DoubleBound,0,1
R0300029,DoubleBound,0,1
R0301642,DoubleBound,0,1
R0200363,DoubleBound,0,1
R0300093,DoubleBound,0,1
R0301645,DoubleBound,0,1
R0301972,DoubleBound,0,1
R0401917,DoubleBound,0,8
R0302364,DoubleBound,0,1
R0302654,DoubleBound,0,1
R0201508,DoubleBound,0,1
R0101420,DoubleBound,0,0.5
R0201527,DoubleBound,0,1
R0101603,DoubleBound,0,1
R0100070,DoubleBound,0,0.5
R0301090,DoubleBound,0,1
R0202610,DoubleBound,0,1
R0102819,DoubleBound,0,1
R0301057,DoubleBound,0,1
R0201326,DoubleBound,0,1
R0302408,DoubleBound,0,1
R0202355,DoubleBound,0,1
R0301558,DoubleBound,0,1
R0102767,DoubleBound,0,1
R0100655,DoubleBound,0,0.5
R0100935,DoubleBound,0,0.5
R0301280,DoubleBound,0,1
R0201975,DoubleBound,0,1
R0402538,DoubleBound,0,8
R0101964,DoubleBound,0,1
R0100077,DoubleBound,0,0.5
R0100197,DoubleBound,0,0.5
R0100280,DoubleBound,0,0.5
R0300850,DoubleBound,0,1
R0200053,DoubleBound,0,1
R0100098,DoubleBound,0,0.5
R0200567,DoubleBound,0,1
R0100595,DoubleBound,0,0.5
R0202343,DoubleBound,0,1
R0200357,DoubleBound,0,1
R0300800,DoubleBound,0,1
R0201020,DoubleBound,0,1
R0302381,DoubleBound,0,1
R0101422,DoubleBound,0,0.5
R0301885,DoubleBound,0,1
R0402761,DoubleBound,0,8
R0202766,DoubleBound,0,1
R0202644,DoubleBound,0,1
R0201298,DoubleBound,0,1
R0302494,DoubleBound,0,1
R0102497,DoubleBound,0,1
R0102516,DoubleBound,0,1
R0300458,DoubleBound,0,1
R0100161,DoubleBound,0,0.5
R0402698,DoubleBound,0,8
R0101238,DoubleBound,0,0.5
R0402885,DoubleBound,0,8
R0102933,DoubleBound,0,1
R0102036,DoubleBound,0,1
R0301462,DoubleBound,0,1
R0301552,DoubleBound,0,1
R0101214,DoubleBound,0,0.5
R0301887,DoubleBound,0,1
R0300187,DoubleBound,0,1
R0100563,DoubleBound,0,0.5
R0100729,DoubleBound,0,0.5
R0100043,DoubleBound,0,0.5
R0100713,DoubleBound,0,0.5
R0201406,DoubleBound,0,1
R0101080,DoubleBound,0,0.5
R0401612,DoubleBound,0,8
R0401956,DoubleBound,0,8
R0202099,DoubleBound,0,1
R0200277,DoubleBound,0,1
R0301964,DoubleBound,0,1
R0202528,DoubleBound,0,1
R0202565,DoubleBound,0,1
R0201091,DoubleBound,0,1
R0100995,DoubleBound,0,0.5
R0402323,DoubleBound,0,8
R0301037,DoubleBound,0,1
R0202134,DoubleBound,0,1
R0202277,DoubleBound,0,1
R0300391,DoubleBound,0,1
R0402737,DoubleBound,0,8
R0402786,DoubleBound,0,8
R0300148,DoubleBound,0,1
R0302936,DoubleBound,0,1
R0200130,DoubleBound,0,1
R0100263,DoubleBound,0,0.5
R0200680,DoubleBound,0,1
R0101751,DoubleBound,0,1
R0102791,DoubleBound,0,1
R0200485,DoubleBound,0,1
R0102822,DoubleBound,0,1
R0102270,DoubleBound,0,1
R0102823,DoubleBound,0,1
R0201264,DoubleBound,0,1
R0301837,DoubleBound,0,1
R0300232,DoubleBound,0,1
R0402850,DoubleBound,0,8
R0200435,DoubleBound,0,1
R0100817,DoubleBound,0,0.5
R0401704,DoubleBound,0,8
R0102271,DoubleBound,0,1
R0101768,DoubleBound,0,1
R0201603,DoubleBound,0,1
R0402306,DoubleBound,0,8
R0100794,DoubleBound,0,0.5
R0301746,DoubleBound,0,1
R0200684,DoubleBound,0,1
R0201883,DoubleBound,0,1
R0102687,DoubleBound,0,1
R0301548,DoubleBound,0,1
R0100405,DoubleBound,0,0.5
R0200791,DoubleBound,0,1
R0200024,DoubleBound,0,1
R0200655,DoubleBound,0,1
R0402595,DoubleBound,0,8
R0302338,DoubleBound,0,1
R0102032,DoubleBound,0,1
R0102213,DoubleBound,0,1
R0101610,DoubleBound,0,1
R0102099,DoubleBound,0,1
R0200938,DoubleBound,0,1
R0302974,DoubleBound,0,1
R0201223,DoubleBound,0,1
R0402031,DoubleBound,0,8
R0200702,DoubleBound,0,1
R0201158,DoubleBound,0,1
R0300859,DoubleBound,0,1
R0200115,DoubleBound,0,1
R0200551,DoubleBound,0,1
R0300636,DoubleBound,0,1
R0302064,DoubleBound,0,1
R0302860,DoubleBound,0,1
R0300649,DoubleBound,0,1
R0301588,DoubleBound,0,1
R0402006,DoubleBound,0,8
R0201753,DoubleBound,0,1
R0102889,DoubleBound,0,1
R0402545,DoubleBound,0,8
R0300567,DoubleBound,0,1
R0300165,DoubleBound,0,1
R0301416,DoubleBound,0,1
R0101963,DoubleBound,0,1
R0300674,DoubleBound,0,1
R0300266,DoubleBound,0,1
R0200944,DoubleBound,0,1
R0202059,DoubleBound,0,1
R0200692,DoubleBound,0,1
R0302276,DoubleBound,0,1
R0200371,DoubleBound,0,1
R0402677,DoubleBound,0,8
R0301454,DoubleBound,0,1
R0100010,DoubleBound,0,0.5
R0402119,DoubleBound,0,8
R0402729,DoubleBound,0,8
R0102957,DoubleBound,0,1
R0100740,DoubleBound,0,0.5
R0201261,DoubleBound,0,1
